channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber
People,,"Jul 19th, 2011",$11.4K - $182.3K,$136.7K - $2.2M,A-,17,58132,672453,629,658526607,11,45582300,Danieli Trabelsi
People,MA,"Dec 1st, 2016",$13.1K - $209.3K,$156.9K - $2.5M,A-,-41,137436,1307787,175,206178592,0,52314300,اليكي الحل
People,,"Dec 8th, 2015",$8.8K - $141.3K,$106K - $1.7M,A-,72,80259,648602,927,550241956,54,35325300,玩乐三分钟
People,ID,"Jan 21st, 2015",$11K - $176.5K,$132.4K - $2.1M,A-,-90,3951,252252,283,679095869,0,44125200,SHOPEE Indonesia
People,US,"Feb 11th, 2016",$11.5K - $184.5K,$138.4K - $2.2M,A-,,0,291948,3305,268698491,51,46136700,FG For Art Production فادي غازي…
People,TH,"Jul 10th, 2015",$12.1K - $193.5K,$145.1K - $2.3M,A-,-5,108333,2854094,630,1337253389,-4,48374400,Lovely Kids Thailand
People,IN,"Nov 29th, 2014",$6K - $95.7K,$71.8K - $1.1M,A-,1,95256,245977,1901,74423867,1,23932050,AMAR 2020
People,US,"Nov 14th, 2015",$10.4K - $166.7K,$125K - $2M,A-,-45,215386,1257926,133,147530149,6,41682300,Robby
People,,"Jun 24th, 2015",$10.7K - $171.8K,$128.8K - $2.1M,A-,68,7232,36438,2936,187899841,97,42940500,Sass LiRek 12
People,TH,"Nov 3rd, 2014",$9.2K - $147.2K,$110.4K - $1.8M,A-,28,82632,2758286,3247,2042900821,56,36792600,Dek Jew Chill Out
People,TH,"Aug 26th, 2011",$12.5K - $200.6K,$150.4K - $2.4M,A-,329,17101,575050,897,697761638,23,50146800,Samsung Thailand
People,MX,"Jun 3rd, 2012",$12.2K - $194.9K,$146.2K - $2.3M,A-,-17,326998,12093856,275,2101519799,2,48726300,ExtraPolinesios
People,UA,"Oct 18th, 2017",$15.1K - $242.2K,$181.6K - $2.9M,A-,,0,315498,153,201556800,68,60539400,Ali BabaGo
People,IQ,"Jul 14th, 2016",$13K - $207.6K,$155.7K - $2.5M,A-,-5,200980,3649999,185,707901385,41,51889200,المربد _ قف للتحشيش
People,,"Jul 13th, 2016",$12.5K - $200.2K,$150.2K - $2.4M,A-,37,67423,2246510,981,1145280693,28,50051400,スカイピース
People,,"Jan 29th, 2018",$10.9K - $174.2K,$130.6K - $2.1M,A-,39,6805,24422,1569,144061810,47,43545000,asia asmaa
People,AU,"Jun 29th, 2014",$11.7K - $186.5K,$139.9K - $2.2M,A-,82,225194,1407065,140,223555380,108,0,The Norris Nuts
People,SE,"Mar 11th, 2006",$11.8K - $188.6K,$141.5K - $2.3M,A-,87,75115,3551258,297,2261078787,36,47154900,Family Playlab
People,,"Oct 13th, 2016",$12.6K - $202K,$151.5K - $2.4M,A-,5,140347,1480571,148,443432546,125,50490600,Bartolito
People,US,"Feb 12th, 2015",$8.2K - $131.1K,$98.3K - $1.6M,A-,235,152355,1221304,82,223522064,211,32769000,AaronsAnimals
People,JP,"Sep 29th, 2011",$11.2K - $179.2K,$134.4K - $2.2M,A-,113,44720,1445974,910,1665997267,48,44792100,70cleam
People,,"Feb 22nd, 2017",$12K - $192.4K,$144.3K - $2.3M,A-,13,197773,3064299,104,209822765,3,48098700,Hero Movies 2019
People,,"Jul 28th, 2011",$12K - $192.3K,$144.2K - $2.3M,A-,0,72232,559748,7199,442692866,14,48065700,Nathalya Mendes
People,ID,"Mar 16th, 2015",$11.6K - $185.1K,$138.8K - $2.2M,A-,44,181312,1017877,111,224373519,55,46265700,fikrifadlu
People,US,"Nov 3rd, 2014",$8K - $128.1K,$96.1K - $1.5M,A-,,0,1073440,65,253770190,42,32021400,K-Mafia Mix
People,IN,"Jul 28th, 2016",$7.8K - $124.3K,$93.3K - $1.5M,A-,343,228258,290562,27,43336259,206,31085700,WWE Edition
People,BR,"May 27th, 2015",$11.7K - $187.5K,$140.6K - $2.2M,A-,-11,211833,2059887,1174,394554347,-6,46871400,FP do Trem Bala
People,BR,"Jul 9th, 2013",$9.7K - $155.6K,$116.7K - $1.9M,A-,-19,348292,7651150,431,549475279,14,38897700,Viih Tube
People,AE,"Mar 4th, 2015",$12.2K - $194.9K,$146.1K - $2.3M,A-,62,84978,1394072,1022,1196456410,47,48714600,Aj Art Production - عاج للانتاج…
People,KR,"Mar 28th, 2015",$12.5K - $199.9K,$149.9K - $2.4M,A-,6,123822,3076393,3116,1421088255,10,49971000,떵개떵
People,,"May 24th, 2016",$8.6K - $138.3K,$103.8K - $1.7M,A-,126,106682,321794,88,96924471,160,34584900,Bikki Sreenivasulu
People,PE,"Jun 8th, 2013",$12.2K - $194.6K,$145.9K - $2.3M,A-,-5,86903,2431269,35836,1650168152,1,48639300,Latina.pe
People,SG,"Dec 11th, 2015",$11.6K - $185.8K,$139.3K - $2.2M,A-,27,463042,3482769,63,360460689,-21,46442700,Primitive Survival Tool
People,,"Mar 18th, 2015",$10.3K - $164.7K,$123.6K - $2M,A-,66,714,17518,450,209691426,64,41186700,Official Azar
People,MX,"Nov 16th, 2016",$14.2K - $227.8K,$170.8K - $2.7M,A-,11,795374,16371980,78,913996070,69,56937600,Kimberly Loaiza
People,ES,"Sep 10th, 2015",$14.4K - $231.2K,$173.4K - $2.8M,A-,70,269951,2545487,418,722289029,61,57793500,Itarte Vlogs
People,US,"Jan 27th, 2017",$15.1K - $241K,$180.7K - $2.9M,A-,-1,133283,2158363,589,568504816,7,60246900,HiHo Kids
People,,"Oct 9th, 2015",$15K - $240.3K,$180.2K - $2.9M,A-,2,205807,2679452,1042,979349654,17,60078000,Como dice el dicho
People,,"Sep 26th, 2016",$12.5K - $200.2K,$150.1K - $2.4M,A-,40,58947,933581,234,650280863,23,50040600,TurboToyTime
People,BR,"Nov 15th, 2016",$11.2K - $179.3K,$134.5K - $2.2M,A-,108,183161,746727,18,157332372,145,44817600,Brincando com Yasmin Verissimo
People,TH,"Nov 21st, 2015",$15.2K - $242.9K,$182.2K - $2.9M,A-,0,226485,1930450,514,518286323,8,60719700,Fun Family
People,US,"Apr 29th, 2015",$11.5K - $183.8K,$137.9K - $2.2M,A-,68,133131,4188726,555,1036461955,42,45950700,Nikol CrazyFamily
People,,"Nov 4th, 2016",$13.2K - $210.4K,$157.8K - $2.5M,A-,4,153014,1905322,24,453735017,11,52608300,BIG OG-ANIC
People,CA,"Nov 25th, 2016",$15.5K - $247.4K,$185.6K - $3M,A-,104,303479,3578519,475,609709354,81,61853100,ImJayStation
People,,"Dec 12th, 2016",$12.5K - $199.9K,$149.9K - $2.4M,A-,31,201199,2642571,110,253819616,34,49975200,Hindi Dubbed Movies Collection
People,UA,"Jul 19th, 2017",$10.1K - $161.5K,$121.1K - $1.9M,A-,202,132929,265215,170,85599606,180,40378500,Mark Production
People,UA,"Feb 8th, 2016",$10.2K - $162.5K,$121.8K - $1.9M,A-,73,180942,1673181,486,585203349,1,40615800,My little Nastya
People,US,"Jun 1st, 2015",$12.9K - $206.3K,$154.7K - $2.5M,A-,24,168408,916826,60,123972074,27,51582900,T-STUDIO
People,BR,"Mar 1st, 2016",$11.9K - $189.7K,$142.3K - $2.3M,A-,2,150986,2416580,36,598289119,4,47433900,Yasmin Verissimo
People,IN,"Jan 1st, 2017",$13.6K - $218K,$163.5K - $2.6M,A-,8,192711,1263764,18,124219513,-115,54489600,SM TV
People,US,"Jun 21st, 2013",$16.3K - $260.7K,$195.5K - $3.1M,A-,39,177079,8068075,691,1954568466,22,65164500,Eh Bee Family
People,US,"Sep 13th, 2016",$12.2K - $194.7K,$146K - $2.3M,A-,32,153902,2831569,63,380577215,41,48678000,Daniel Gro
People,ID,"Jan 18th, 2017",$14.9K - $238.9K,$179.2K - $2.9M,A-,-1,553588,2556976,72,249800424,12,59734200,Arif muhammad
People,IN,"Aug 31st, 2015",$12.6K - $202.3K,$151.7K - $2.4M,A-,87,131830,143522,202,124365369,2,50568900,Grofers
People,,"Jan 30th, 2012",$11.7K - $186.7K,$140K - $2.2M,A-,8,156218,1348818,14,373842833,15,46671600,Jana Tube
People,,"May 22nd, 2015",$12.8K - $204.7K,$153.5K - $2.5M,A-,0,107056,2193985,87,743010363,7,51171000,La Adictiva
People,PK,"Dec 29th, 2016",$12.8K - $204K,$153K - $2.4M,A-,74,146125,1569749,5646,602113367,74,51012000,Top Pakistani Dramas
People,US,"May 19th, 2015",$14.8K - $237.4K,$178.1K - $2.8M,A-,22,327268,8860419,326,993141226,25,59358300,Katie Angel
People,,"Jan 22nd, 2015",$13.7K - $219.2K,$164.4K - $2.6M,A-,1,91866,882239,351,419701753,28,54809700,Las Aventuras de Dani y Evan
People,,"Jul 20th, 2016",$15.8K - $253.2K,$189.9K - $3M,A-,-24,89859,497795,219,262111814,13,63296400,Bé Nhím
People,KR,"May 18th, 2016",$61.1K - $976.9K,$732.7K - $11.7M,A-,-50,725040,8442571,186,2347871596,-42,244230000,Boram Tube ToysReview [보람튜브…
People,US,"May 24th, 2015",$18.6K - $297K,$222.8K - $3.6M,A-,14,152567,2776876,854,1285281381,20,74259300,That YouTub3 Family
People,JP,"Aug 27th, 2014",$14.1K - $225.6K,$169.2K - $2.7M,A-,58,134732,995495,903,557973313,44,56400300,Hane & Mari's World Japan Kids TV
People,ID,"Aug 28th, 2016",$15.3K - $244.2K,$183.1K - $2.9M,A-,1,186087,2444869,223,870851707,9,61041300,Ibu dan Balita Indonesia
People,BR,"Jun 30th, 2016",$15.2K - $243.3K,$182.5K - $2.9M,A-,9,176142,2326850,315,603368395,21,60832200,Tia Dani
People,DZ,"Aug 16th, 2014",$9.4K - $151.2K,$113.4K - $1.8M,A-,,0,14735,45,43065327,1,37793100,عيش الكورة
People,SA,"Nov 29th, 2013",$16.2K - $258.5K,$193.9K - $3.1M,A-,13,378447,4222963,2140,683418416,16,64625400,شبكة العاب العرب | Arab Games…
People,MX,"Aug 30th, 2014",$16.7K - $266.6K,$200K - $3.2M,A-,23,349896,8879746,138,1590748301,20,66654300,Gibby :)
People,JP,"Aug 22nd, 2007",$12.1K - $193.3K,$145K - $2.3M,A-,16,163226,775351,205,292736722,43,48330000,Sonchou Ingress tkajiya
People,VN,"Jul 16th, 2015",$17.8K - $285.2K,$213.9K - $3.4M,A-,56,144795,1277564,7140,827063447,79,71297400,An Ninh Thế Giới
People,VN,"Mar 21st, 2014",$18K - $288.1K,$216K - $3.5M,A-,-8,167703,815182,946,321924202,8,72015300,Giải Trí TV
People,IN,"Apr 11th, 2013",$8.4K - $133.8K,$100.4K - $1.6M,A-,2,86977,344347,78,148192733,-36,33458700,Horlicks India
People,TR,"Feb 10th, 2017",$15.8K - $252.5K,$189.3K - $3M,A-,-23,33934,1362006,1237,1616155744,15,63114000,Yeni Gelin
People,US,"Dec 31st, 2012",$16.8K - $268.4K,$201.3K - $3.2M,A-,12,94210,4347187,2087,3152081403,26,67098000,Daily Bumps
People,US,"Nov 26th, 2013",$13.4K - $214.6K,$161K - $2.6M,A-,110,67990,318969,172,302106593,45,53651400,PAW Patrol Official
People,ES,"Oct 29th, 2014",$16.8K - $268.4K,$201.3K - $3.2M,A-,3,302940,1987096,50,369178380,11,67091100,SaneuB
People,KR,"May 23rd, 2016",$17.2K - $275.3K,$206.5K - $3.3M,A-,-1,88895,1496609,497,1012725684,1,68824800,Hamtaro Gasa
People,JP,"Nov 27th, 2011",$11.8K - $188.8K,$141.6K - $2.3M,A-,75,186962,460166,221,113475980,123,47193900,ikkou k10
People,US,"Aug 15th, 2014",$15.2K - $243.1K,$182.3K - $2.9M,A-,122,49939,1636737,1277,1415895309,62,60774000,J House Vlogs
People,US,"Jun 12th, 2007",$20K - $320.8K,$240.6K - $3.8M,A-,-8,78782,2348725,2556,1453664756,9,80197500,AndrewSchrock
People,BH,"Mar 4th, 2014",$17.1K - $273.6K,$205.2K - $3.3M,A-,21,66795,599911,831,671837354,22,68403000,SENS DE BAHRAIN
People,UA,"Aug 19th, 2014",$13.6K - $217.1K,$162.9K - $2.6M,A-,-7,145896,806033,245,296445743,14,54286500,OneDayAlex
People,US,"Sep 27th, 2015",$22.4K - $359.1K,$269.3K - $4.3M,A,13,278070,2640673,253,826189404,18,89774400,Смотри как я (Watch Me)
People,US,"May 5th, 2014",$20.8K - $332.6K,$249.5K - $4M,A,76,283416,9300422,1678,4495483204,58,83158500,BuzzFeed Multiplayer
People,,"Apr 11th, 2016",$18.6K - $297.4K,$223.1K - $3.6M,A,37,156439,1009907,240,424860792,43,74352600,Kind Kids TV
People,,"Nov 23rd, 2016",$18.2K - $290.6K,$217.9K - $3.5M,A,13,188054,1241238,348,475464887,18,72641100,Voot Kids
People,IN,"Sep 9th, 2006",$17.6K - $281.3K,$211K - $3.4M,A,4,123687,4694329,34519,2753756184,4,70317000,TeluguOne
People,US,"Jun 5th, 2013",$15.5K - $248.4K,$186.3K - $3M,A,156,190809,934238,389,348221707,113,62097300,Jacky Phan
People,JP,"Dec 6th, 2008",$18.1K - $290K,$217.5K - $3.5M,A,0,184411,1938929,2645,1253181496,8,72495000,enakimura
People,IN,"May 8th, 2017",$19K - $304.1K,$228.1K - $3.6M,A,37,282184,1557224,65,336141867,49,76025400,Aayu and Pihu Show
People,VN,"Jan 10th, 2017",$21.2K - $339.8K,$254.9K - $4.1M,A,17,173360,2892421,795,1164897192,4,84959100,SlenderMan™
People,,"Jun 6th, 2017",$20.4K - $326.9K,$245.1K - $3.9M,A,85,438010,5755443,163,894099559,69,81716100,Dobre Brothers
People,CN,"Feb 15th, 2017",$19.6K - $313.8K,$235.3K - $3.8M,A,17,335105,4984497,117,1070054965,28,78446700,办公室小野官方频道 Ms Yeah Official…
People,ID,"Mar 26th, 2015",$19.1K - $305.7K,$229.3K - $3.7M,A,14,100277,1549316,918,1136720584,17,76419000,Zara Cute
People,IN,"Nov 22nd, 2016",$20.3K - $325.6K,$244.2K - $3.9M,A,11,186644,2498053,2871,959475780,11,81395100,Rajasthani Gorband Music HD
People,US,"Aug 31st, 2015",$0 - $0,$0 - $0,A,-79,8677,714276,37,74998765,-106,-469350,YouTube Music
People,GB,"Jun 5th, 2011",$12K - $192.8K,$144.6K - $2.3M,A,-2,63431,1319554,884,443997788,-345,48196800,HI-TECH MUSIC LTD
People,BR,"Feb 7th, 2016",$18.9K - $302.3K,$226.7K - $3.6M,A,14,270487,3103907,600,638126519,50,75577500,Hoje é dia de Marias
People,ES,"Apr 30th, 2015",$17.8K - $285K,$213.8K - $3.4M,A,151,236993,7450252,27,589467097,84,71256300,Ya - Alisa
People,,"Jan 6th, 2017",$22.4K - $358.8K,$269.1K - $4.3M,A,5,298647,3581499,109,1187887566,-317,89703000,Kluna Tik Compilations Channel
People,IN,"Nov 24th, 2016",$10.7K - $172K,$129K - $2.1M,A,-1,111969,127813,29,43300920,233,42993000,Amazing Facts
People,US,"Jan 12th, 2016",$18.9K - $301.9K,$226.4K - $3.6M,A,384,60787,598045,6009,551065340,1,75470400,感谢订阅中剧独播
People,US,"Jul 7th, 2013",$22.4K - $358.1K,$268.6K - $4.3M,A,-21,172998,4007332,6656,2669874487,1,89532300,AmusementForce
People,MX,"Dec 30th, 2014",$23.9K - $382.7K,$287K - $4.6M,A,32,416423,4003385,214,1066109362,31,95668800,TV Ana Emilia
People,US,"Aug 16th, 2017",$22K - $352.8K,$264.6K - $4.2M,A,1,46525,242176,3550,276491931,118,88198200,YP10 Drama Full
People,UA,"Sep 5th, 2017",$26.1K - $418.4K,$313.8K - $5M,A,0,226447,1842220,177,658480159,16,104597400,Daniel Boy
People,ES,"Sep 9th, 2011",$11.8K - $188.7K,$141.5K - $2.3M,A,3,1116134,1487124,45,68734743,2,47182200,Pablo Cimadevila
People,RU,"Mar 5th, 2016",$17.5K - $280.5K,$210.4K - $3.4M,A,33,264581,1719125,31,413065155,50,70134000,Master David
People,,"Nov 1st, 2016",$19.7K - $316K,$237K - $3.8M,A,20,204773,1999178,476,573553032,21,78988200,Fortnite Funny
People,JP,"May 1st, 2010",$23.3K - $372.6K,$279.4K - $4.5M,A,16,51292,2534479,1083,5374343367,33,93141000,Kan & Aki's…
People,,"Nov 7th, 2013",$27.8K - $445.3K,$334K - $5.3M,A,22,229453,4979175,24,1833179208,6,111334800,Flow La Movie
People,LB,"Apr 14th, 2016",$27.5K - $440.3K,$330.2K - $5.3M,A,18,234549,2479593,5708,1237972465,17,110070600,Shoof Drama | شوف دراما
People,,"Jan 13th, 2016",$36.7K - $586.4K,$439.8K - $7M,A,63,109753,705907,804,673836933,58,146605200,hollywoodclips22
People,PK,"Jul 6th, 2015",$15.4K - $245.6K,$184.2K - $2.9M,A,,0,0,349,228134845,10,61404600,super Jhankar
People,,"Feb 5th, 2016",$25.7K - $411.2K,$308.4K - $4.9M,A,16,446729,7629026,524,1536812073,22,102797700,Troom Troom Es
People,UA,"Aug 21st, 2016",$18.4K - $294.5K,$220.9K - $3.5M,A,,0,1705966,168,525385506,110,73627500,JoyJoy Lika
People,,"Feb 9th, 2017",$23.1K - $368.9K,$276.6K - $4.4M,A,134,90660,1694703,1650,1673620698,72,92213100,ميلاد يوسف Milad youssef
People,US,"Jan 22nd, 2016",$26.9K - $430K,$322.5K - $5.2M,A,4,556364,12423675,2697,2298422096,5,107490600,Tasty
People,US,"Sep 19th, 2013",$26.8K - $429.4K,$322.1K - $5.2M,A,274,177115,17800174,732,5338293611,64,107350200,Jake Paul
People,,"Dec 12th, 2015",$25.8K - $412K,$309K - $4.9M,A,53,346196,3833310,387,911536304,74,103008000,Rawan and Rayan
People,,"Dec 13th, 2018",$21.6K - $345.9K,$259.4K - $4.2M,A,3,502876,523324,120,87975923,13,86473200,5-Minute Crafts FAMILY
People,GB,"Jul 17th, 2015",$18.9K - $301.6K,$226.2K - $3.6M,A,114,209119,1137717,132,397456778,188,75401700,TheMoshayaFamily
People,,"Dec 1st, 2016",$32.7K - $523.2K,$392.4K - $6.3M,A,-16,432979,8534335,35,2422489120,-6,130803300,Cardi B
People,VN,"Mar 6th, 2016",$30.6K - $490.2K,$367.6K - $5.9M,A,36,184681,5588161,728,3031473650,20,122541300,Thơ Nguyễn
People,US,"Aug 24th, 2012",$37.3K - $596.3K,$447.2K - $7.2M,A,151,582173,8335126,270,2067519497,66,149073900,Cole&Sav
People,US,"Mar 14th, 2015",$20.8K - $333K,$249.8K - $4M,A,656,361533,418978,30,95942176,664,83255400,Luci Kid TV
People,GB,"Nov 17th, 2014",$36.7K - $587.5K,$440.6K - $7M,A,-11,557318,12050243,625,6478220874,-11,146865000,Miss Katy
People,US,"Aug 10th, 2011",$38.4K - $614.1K,$460.6K - $7.4M,A,34,198039,18278651,5842,14697184350,16,153536400,BuzzFeedVideo
People,US,"Jul 7th, 2014",$31.5K - $504K,$378K - $6M,A,28,246887,2443011,185,1069534932,23,125989200,Goo Goo Colors
People,MY,"Jun 21st, 2015",$23.5K - $376K,$282K - $4.5M,A,-75,40032,731951,228,469640379,-3,94011600,JO Channel
People,,"Apr 12th, 2016",$18.8K - $301.2K,$225.9K - $3.6M,A,-124,-172,164355,148,75299755,-200,75298500,Celebrity News | أخبار النجوم
People,IN,"Nov 11th, 2013",$38.9K - $622.2K,$466.7K - $7.5M,A,43,460652,5614550,61,1281001321,38,155559600,KHANDESHI MOVIES
People,US,"Nov 2nd, 2015",$40.9K - $653.9K,$490.4K - $7.8M,A,-1,247813,3766124,313,1904596024,13,163476600,KiKiDo
People,IN,"Jul 14th, 2015",$41.1K - $657.9K,$493.4K - $7.9M,A,,0,4719652,3597,3877443737,0,164472000,ETV Jabardasth
People,US,"Aug 18th, 2010",$36.3K - $580.4K,$435.3K - $7M,A,,0,0,118,768237296,42,145097700,Kids Learning Songs
People,JP,"Nov 26th, 2011",$49.4K - $791K,$593.2K - $9.5M,A,,0,0,2998,6369884306,5,197740800,キッズライン♡Kids Line
People,US,"Dec 19th, 2014",$56K - $896.5K,$672.4K - $10.8M,A,4,510875,10863344,537,3851205294,29,0,David Dobrik
People,US,"Jul 8th, 2014",$48.3K - $772.5K,$579.4K - $9.3M,A,41,653197,5189465,302,1377484070,48,193131600,Super Polina
People,RU,"Jan 21st, 2015",$59.6K - $953.8K,$715.4K - $11.4M,A,19,348286,2551915,527,1578308775,35,238453200,FAMILY BOX
People,BR,"Sep 6th, 2015",$68.7K - $1.1M,$824K - $13.2M,A,-2,735954,7394304,370,1901539299,312,274680900,Maria Clara & JP
People,RU,"May 11th, 2016",$54.1K - $865.9K,$649.4K - $10.4M,A,16,758955,6596141,220,1981801523,26,216464400,Давай поиграем в игрушки
People,SA,"Dec 11th, 2010",$69.4K - $1.1M,$833.2K - $13.3M,A,5,509996,9413590,775,5127043810,19,277733700,mmoshaya
People,US,"Nov 28th, 2017",$58.9K - $942.7K,$707K - $11.3M,A,,0,0,253,1428497293,24,235681500,ABC Kids TV
People,KR,"Jun 29th, 2016",$86.4K - $1.4M,$1M - $16.6M,A,2,1613807,18048420,211,4361868631,8,345501000,BLACKPINK
People,SA,"May 18th, 2015",$79.9K - $1.3M,$958.2K - $15.3M,A,-88,91099,3498571,99,798783146,36,319404000,Hello TV- Nursery Rhymes
People,ES,"Oct 18th, 2015",$96.2K - $1.5M,$1.2M - $18.5M,A+,70,1189079,10131067,121,2673177406,75,384849000,Las Ratitas
People,RU,"Dec 6th, 2016",$253.8K - $4.1M,$3M - $48.7M,A++,28,2227198,16102419,210,5961552275,54,1015344000,Like Nastya Vlog
Animals,BR,"Sep 28th, 2014",$659 - $10.5K,$7.9K - $126.5K,B,19,14868,438411,486,86479062,21,2634750,Lulu Animais
Animals,ES,"Aug 2nd, 2014",$879 - $14.1K,$10.5K - $168.8K,B,71,6836,153368,69,62670186,71,3516240,Natura Channel
Animals,VN,"Oct 1st, 2011",$2.1K - $33.4K,$25K - $400.7K,B,-19,43705,83006,36,14584275,-13,8348760,Baby Animals
Animals,AU,"Jan 24th, 2017",$803 - $12.8K,$9.6K - $154.1K,B,60,6323,68085,247,31489502,71,3210030,Sparkle Pets
Animals,,"May 10th, 2016",$824 - $13.2K,$9.9K - $158.1K,B,-41,1875,427476,79,131418849,8,3294090,K-MEMES짤잼.
Animals,,"Sep 28th, 2015",$0 - $0,$0 - $0,B,17,10585,238142,118,84231251,-144,-1281180,Phoenix Power Funny World
Animals,CA,"May 14th, 2014",$519 - $8.3K,$6.2K - $99.6K,B,1,3965,106186,120,63585644,367,2074470,PETacular
Animals,,"May 22nd, 2015",$786 - $12.6K,$9.4K - $150.9K,B,49,7866,164982,218,61555124,31,3143400,Cotton Candy
Animals,BR,"Jun 27th, 2014",$717 - $11.5K,$8.6K - $137.7K,B,2,13107,427271,37,140430201,8,2869320,Canto dos Pássaros
Animals,MX,"Oct 21st, 2015",$1.1K - $17.1K,$12.9K - $205.8K,B,261,16932,121301,97,12648302,266,4287030,MR. Juan :D
Animals,TH,"Nov 13th, 2016",$733 - $11.7K,$8.8K - $140.8K,B,-33,11867,326867,514,94567641,-10,2933970,AnimalSTEP Official
Animals,US,"Mar 25th, 2006",$758 - $12.1K,$9.1K - $145.4K,B,118,683,62165,130,28406564,142,3030030,PetSmart
Animals,GB,"Oct 20th, 2006",$742 - $11.9K,$8.9K - $142.5K,B,-10,7754,49870,11,57182425,1,2968410,Robin Cornelius
Animals,FR,"Jan 31st, 2011",$677 - $10.8K,$8.1K - $130.1K,B,131,11125,1188883,113,313726622,58,2709600,Parole de chat
Animals,BA,"Apr 29th, 2008",$585 - $9.4K,$7K - $112.3K,B,46,3662,44358,1071,29358489,50,2340000,Srećko Stipović
Animals,HK,"Jan 31st, 2012",$729 - $11.7K,$8.7K - $139.9K,B,16,6172,68147,969,53435144,34,2915430,Arroz Marisco
Animals,GB,"Jul 4th, 2013",$746 - $11.9K,$9K - $143.3K,B,-3,15616,202225,146,35008760,-1,2984580,Animal Watch
Animals,US,"Jan 15th, 2013",$842 - $13.5K,$10.1K - $161.8K,B,48,15638,261944,740,50426429,61,3369870,Aquarium Co-Op
Animals,FR,"Feb 22nd, 2017",$583 - $9.3K,$7K - $112K,B,80,6025,15862,12,3501671,-158,-855608,Animaux Drôles
Animals,JP,"Mar 26th, 2012",$715 - $11.4K,$8.6K - $137.3K,B,0,2913,201369,1253,113499014,8,2859990,Kohachannel
Animals,ZA,"Dec 8th, 2011",$848 - $13.6K,$10.2K - $162.8K,B,-45,7697,195101,435,126249615,-55,3390840,Kruger National Park
Animals,US,"Sep 23rd, 2014",$840 - $13.4K,$10.1K - $161.3K,B,116,4971,98218,26,98828903,73,3360090,Southwest Florida Eagle Cam
Animals,NZ,"Mar 17th, 2013",$820 - $13.1K,$9.8K - $157.4K,B,16,11222,177900,1370,70374192,17,3278520,YANG Edwin
Animals,US,"May 15th, 2006",$1.1K - $17.7K,$13.2K - $211.9K,B,2,7401,156599,79,84564061,13,4413750,Fangs And Talons
Animals,AU,"Dec 30th, 2009",$417 - $6.7K,$5K - $80.1K,B,-60,3634,17487,91,21164887,4,1669620,Cute Creatures Great And Small
Animals,US,"Mar 13th, 2015",$615 - $9.8K,$7.4K - $118K,B,65,16628,229107,894,36492824,53,2458050,Loki the Red Fox
Animals,US,"Jul 21st, 2006",$902 - $14.4K,$10.8K - $173.1K,B,-48,26898,81316,122,6735709,17,3606300,RedPill78
Animals,VN,"Nov 3rd, 2017",$839 - $13.4K,$10.1K - $161.1K,B,-9,15356,155010,222,19487883,82,3355440,Yêu Lu
Animals,GB,"Dec 30th, 2006",$861 - $13.8K,$10.3K - $165.3K,B,16,9976,108200,647,66360327,17,3443340,holsteincowboy
Animals,,"Dec 24th, 2016",$1K - $16.2K,$12.1K - $194K,B,-7,6329,170508,1552,84564358,53,4041060,Наши пушистые друзья
Animals,US,"Oct 7th, 2009",$762 - $12.2K,$9.1K - $146.3K,B,-43,12099,357563,1338,128516430,-39,3047970,Viktor Larkhill
Animals,KR,"Apr 30th, 2016",$0 - $0,$0 - $0,B,13,1336,176947,442,72048613,-16,-10670970,FeelSoGood
Animals,,"Dec 4th, 2013",$123 - $2K,$1.5K - $23.6K,B,22,5272,231317,106,90117160,-83,492150,Maasai Sightings
Animals,US,"May 20th, 2014",$1K - $16.6K,$12.4K - $198.8K,B,7,7277,200923,206,87033062,17,4141620,Animalz TV
Animals,GB,"Oct 14th, 2015",$809 - $12.9K,$9.7K - $155.3K,B,49,5648,32384,629,26504506,40,3235020,SloggerVlogger
Animals,BR,"Apr 2nd, 2016",$817 - $13.1K,$9.8K - $156.9K,B,,0,12551,47,4937795,139,3268950,HUNTER
Animals,BR,"Jan 4th, 2015",$999 - $16K,$12K - $191.7K,B,-35,26124,458428,245,48127647,-21,3994110,Aventura Selvagem
Animals,US,"Aug 25th, 2012",$1.4K - $22.4K,$16.8K - $268.7K,B,322,23087,261720,125,82896958,125,5598870,Dolph C. Volker
Animals,UA,"Nov 3rd, 2014",$712 - $11.4K,$8.5K - $136.7K,B,88,7705,330705,927,87647551,23,2846970,СОБАКИ : Хаски и Маламут…
Animals,UA,"May 4th, 2015",$558 - $8.9K,$6.7K - $107.1K,B,93,3948,248575,100,49692285,142,2231610,ПРИКОЛЫ YOUR SMILE
